ID	Type	RA	DECL	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	I	V	V_I	P	T0	A_1	A_2	Remarks
OGLE-LMC-ECL-30607	ELL	5.214169	-68.741083	-99.99	LMC110.2.144	LMC510.08.57623	-99.99	16.977	17.017	0.040	2.84214500	7000.84710	0.055	0.017	
OGLE-LMC-ECL-30630	ELL	5.216778	-69.444889	-99.99	LMC111.1.45505	LMC503.15.80932	-99.99	15.782	17.201	1.419	82.12882900	7079.16610	0.143	0.112	
OGLE-LMC-ECL-30646	ELL	5.218808	-67.401611	-99.99	LMC108.3.64	LMC511.17.110	-99.99	15.121	15.010	-0.111	2.30502650	7000.46280	0.050	0.026	
OGLE-LMC-ECL-30678	ELL	5.221656	-71.910361	-99.99	-99.99	LMC501.15.4683	-99.99	18.210	18.321	0.111	1.25811490	7000.73660	0.153	0.094	
OGLE-LMC-ECL-30680	ELL	5.221731	-68.756444	-99.99	LMC110.2.105	LMC503.32.60133	-99.99	15.709	17.117	1.408	69.31340560	7037.19090	0.157	0.117	
OGLE-LMC-ECL-30717	ELL	5.225292	-72.217083	-99.99	-99.99	LMC501.07.7205	-99.99	17.041	16.979	-0.062	2.23289330	7001.00330	0.082	0.035	
OGLE-LMC-ECL-30721	ELL	5.226042	-70.973917	-99.99	LMC114.3.4848	LMC502.07.9887	-99.99	19.469	19.548	0.079	0.70956620	7000.60300	0.274	0.141	
OGLE-LMC-ECL-30728	ELL	5.227167	-69.481833	-99.99	LMC111.1.10277	LMC503.15.67876	-99.99	17.105	17.078	-0.027	1.73960910	7001.52240	0.051	0.018	
OGLE-LMC-ECL-30750	ELL	5.228975	-71.658250	-99.99	-99.99	LMC501.24.2342	-99.99	16.377	17.663	1.286	186.58400100	7163.22360	0.042	0.028	
OGLE-LMC-ECL-30767	ELL	5.231556	-71.649667	-99.99	-99.99	LMC501.24.2355	-99.99	16.352	16.343	-0.009	4.80343120	7000.08550	0.093	0.030	
OGLE-LMC-ECL-30770	ELL	5.232125	-71.186611	-99.99	LMC114.1.10839	LMC501.32.8592	-99.99	14.580	14.452	-0.128	3.69062810	7003.20070	0.094	0.047	
OGLE-LMC-ECL-30777	ELL	5.233342	-69.539444	-99.99	LMC111.1.10076	LMC503.15.194	-99.99	16.184	16.017	-0.167	1.45488520	7000.06700	0.023	0.015	
OGLE-LMC-ECL-30798	ELL	5.236381	-66.726278	-99.99	-99.99	LMC505.24.176	-99.99	16.285	16.260	-0.025	5.85287550	7004.75390	0.099	0.064	
OGLE-LMC-ECL-30842	ELL	5.242894	-65.330444	-99.99	-99.99	LMC506.24.11116	-99.99	17.710	17.796	0.086	2.29521140	7000.11850	0.071	0.019	
OGLE-LMC-ECL-30862	ELL	5.245219	-68.556722	-99.99	LMC110.3.46054	LMC504.07.10548	-99.99	15.881	15.819	-0.062	2.32634260	7001.43220	0.044	0.022	
OGLE-LMC-ECL-30900	ELL	5.248947	-72.429444	-99.99	-99.99	LMC500.31.7406	-99.99	18.236	19.353	1.117	55.99330310	7015.09440	0.119	0.021	
OGLE-LMC-ECL-30931	ELL	5.251861	-70.095972	-99.99	LMC112.1.18286	LMC502.31.36781	-99.99	17.184	17.181	-0.003	0.90038850	7000.27830	0.069	0.047	
OGLE-LMC-ECL-30933	ELL	5.252217	-70.191083	-99.99	LMC113.4.69282	LMC502.31.30925	-99.99	15.646	17.122	1.476	160.24684840	7074.18770	0.148	0.121	
OGLE-LMC-ECL-30934	ELL	5.252336	-70.903278	-99.99	LMC114.3.17925	LMC502.06.35988	-99.99	18.080	19.137	1.057	11.31820580	7002.64150	0.082	0.029	
OGLE-LMC-ECL-30939	ELL	5.252769	-64.849944	-99.99	-99.99	LMC573.07.8338	-99.99	18.135	19.023	0.888	18.98071880	7006.04150	0.204	0.150	
OGLE-LMC-ECL-30944	ELL	5.253194	-65.520806	-99.99	-99.99	LMC506.24.239	-99.99	16.909	16.860	-0.049	2.50394350	7001.05870	0.045	0.030	
OGLE-LMC-ECL-30962	ELL	5.255283	-72.448972	-99.99	-99.99	LMC500.31.6508	-99.99	16.392	18.993	2.601	0.89794640	7000.17120	0.095	0.093	
OGLE-LMC-ECL-30973	ELL	5.256383	-73.857167	-99.99	-99.99	LMC525.31.506	-99.99	18.248	-99.99	-99.99	15.64080560	7001.07900	0.131	0.114	
OGLE-LMC-ECL-30994	ELL	5.259353	-70.831972	-99.99	LMC105.5.303	LMC502.14.162	-99.99	17.906	18.965	1.059	15.66080240	7002.10690	0.104	0.060	
OGLE-LMC-ECL-31015	ELL	5.261853	-69.720250	-99.99	LMC103.6.53692	LMC503.06.25754	-99.99	17.329	18.546	1.217	168.70463940	7154.16980	0.130	0.119	
OGLE-LMC-ECL-31020	ELL	5.262436	-65.286361	-99.99	-99.99	LMC506.31.108	-99.99	17.210	17.267	0.057	3.51057300	7001.79590	0.103	0.032	
OGLE-LMC-ECL-31026	ELL	5.263428	-67.064222	-99.99	LMC107.1.12949	LMC505.14.338	-99.99	17.240	17.196	-0.044	1.05554880	7000.94860	0.060	0.029	
OGLE-LMC-ECL-31036	ELL	5.264458	-68.241028	-99.99	LMC102.8.247	LMC504.14.6065	-99.99	16.954	18.226	1.272	77.35600390	7054.78610	0.175	0.145	
OGLE-LMC-ECL-31041	ELL	5.264753	-65.827167	-99.99	-99.99	LMC506.14.667	-99.99	17.681	17.686	0.005	1.24858830	7000.82710	0.122	0.091	
OGLE-LMC-ECL-31057	ELL	5.267475	-69.097750	-99.99	LMC100.5.414	LMC503.23.31808	-99.99	17.113	17.976	0.863	41.79380440	7011.89370	0.273	0.194	
OGLE-LMC-ECL-31063	ELL	5.268186	-70.150528	-99.99	LMC104.5.38262	LMC502.31.1312	-99.99	18.619	18.753	0.134	0.94481210	7000.55000	0.193	0.125	
OGLE-LMC-ECL-31070	ELL	5.268756	-66.473722	-99.99	-99.99	LMC505.31.232	-99.99	16.551	16.595	0.044	4.85024790	7004.76930	0.152	0.114	
OGLE-LMC-ECL-31078	ELL	5.269364	-69.355167	-99.99	LMC100.7.497	LMC503.14.54072	-99.99	16.544	16.546	0.002	1.64923900	7001.41540	0.073	0.033	
OGLE-LMC-ECL-31087	ELL	5.269803	-69.423750	-99.99	LMC100.8.72315	LMC503.14.34999	-99.99	15.482	15.513	0.031	11.47127660	7010.07810	0.094	0.030	
OGLE-LMC-ECL-31089	ELL	5.269908	-70.054028	-99.99	LMC103.8.32840	LMC502.31.14462	-99.99	15.224	16.978	1.754	192.73020350	7183.40210	0.140	0.099	
OGLE-LMC-ECL-31106	ELL	5.271431	-67.318528	-99.99	-99.99	LMC505.06.1178	-99.99	18.215	18.535	0.320	0.71158620	7000.16770	0.112	0.072	
OGLE-LMC-ECL-31116	ELL	5.272319	-69.132028	-99.99	LMC100.6.66678	LMC503.23.31302	-99.99	15.126	16.777	1.651	238.99805370	7192.72010	0.153	0.124	
OGLE-LMC-ECL-31123	ELL	5.272828	-64.486528	-99.99	-99.99	LMC573.14.6302	-99.99	18.116	19.185	1.069	20.02660320	7007.59210	0.250	0.249	
OGLE-LMC-ECL-31143	ELL	5.275411	-69.862944	-99.99	LMC103.7.54059	LMC503.05.60460	-99.99	16.989	18.176	1.187	30.83860910	7016.80920	0.157	0.131	
OGLE-LMC-ECL-31190	ELL	5.279394	-69.224972	-99.99	LMC100.6.19381	LMC503.22.74024	-99.99	18.373	18.439	0.066	1.23558200	7001.10650	0.161	0.108	
OGLE-LMC-ECL-31195	ELL	5.279747	-70.329167	-99.99	LMC104.6.41255	LMC502.22.41562	-99.99	16.910	17.753	0.843	45.09160970	7017.44220	0.153	0.094	
OGLE-LMC-ECL-31233	ELL	5.282078	-69.026222	-99.99	LMC100.5.21749	LMC503.22.107431	-99.99	19.330	19.787	0.457	0.51795400	7000.31790	0.286	0.235	
OGLE-LMC-ECL-31236	ELL	5.282458	-72.482194	-99.99	-99.99	LMC500.30.6866	-99.99	16.935	17.314	0.379	0.30131860	7000.12300	0.111	0.108	
OGLE-LMC-ECL-31260	ELL	5.284569	-68.471861	-99.99	LMC101.5.7161	LMC504.05.50894	-99.99	17.016	17.062	0.046	5.51041010	7001.15490	0.048	0.012	
OGLE-LMC-ECL-31269	ELL	5.285219	-67.399028	-99.99	-99.99	LMC505.05.891	-99.99	17.765	17.792	0.027	1.36571050	7000.10310	0.107	0.063	
OGLE-LMC-ECL-31301	ELL	5.288122	-71.633361	-99.99	LMC106.7.14783	LMC501.22.3161	-99.99	18.606	19.642	1.036	10.65440900	7002.82010	0.149	0.088	
OGLE-LMC-ECL-31310	ELL	5.288753	-69.678167	-99.99	LMC103.5.14675	LMC503.05.43928	-99.99	16.702	16.725	0.023	4.36014670	7002.68210	0.089	0.017	
OGLE-LMC-ECL-31311	ELL	5.288794	-69.763972	-99.99	LMC103.6.12639	LMC503.05.27530	-99.99	17.756	18.831	1.075	103.33440790	7022.39140	0.164	0.162	
OGLE-LMC-ECL-31369	ELL	5.293114	-68.303556	-99.99	LMC102.8.19840	LMC504.13.6097	-99.99	17.769	17.723	-0.046	0.85154170	7000.08000	0.098	0.059	
OGLE-LMC-ECL-31373	ELL	5.293347	-69.751194	-99.99	LMC103.6.79013	LMC503.05.27045	-99.99	16.689	16.879	0.190	1.10213500	7000.02570	0.034	0.015	
OGLE-LMC-ECL-31494	ELL	5.305733	-69.729194	-99.99	LMC103.6.93958	LMC503.04.93717	-99.99	17.499	17.472	-0.027	1.66745870	7000.60270	0.098	0.045	
OGLE-LMC-ECL-31506	ELL	5.306331	-69.563167	-99.99	LMC103.5.107838	LMC503.12.73787	-99.99	16.370	16.345	-0.025	1.56902580	7000.56820	0.070	0.032	
OGLE-LMC-ECL-31512	ELL	5.306800	-67.543028	-99.99	-99.99	LMC504.29.21787	-99.99	14.908	16.664	1.756	254.60527310	7081.95850	0.153	0.104	
OGLE-LMC-ECL-31516	ELL	5.306992	-62.753417	-99.99	-99.99	LMC574.29.212	-99.99	17.438	18.263	0.825	0.27524850	7000.02260	0.146	0.085	
OGLE-LMC-ECL-31518	ELL	5.307119	-69.203556	-99.99	LMC100.6.50430	LMC503.21.73614	-99.99	14.387	14.217	-0.170	1.06204620	7000.73210	0.157	0.145	
OGLE-LMC-ECL-31542	ELL	5.309483	-69.205250	-99.99	LMC100.6.55625	LMC503.21.79032	-99.99	19.659	19.801	0.142	0.73784450	7000.45520	0.443	0.217	
OGLE-LMC-ECL-31547	ELL	5.309922	-71.536750	-99.99	LMC106.6.14406	LMC501.21.20091	-99.99	17.171	17.151	-0.020	1.76726270	7001.09360	0.071	0.027	
OGLE-LMC-ECL-31569	ELL	5.311714	-67.580611	-99.99	-99.99	LMC504.29.21781	-99.99	15.292	17.019	1.727	202.94600810	7044.06310	0.178	0.139	
OGLE-LMC-ECL-31575	ELL	5.311922	-70.147278	-99.99	LMC104.5.66300	LMC502.29.43295	-99.99	17.942	18.017	0.075	0.69158710	7000.11820	0.210	0.125	
OGLE-LMC-ECL-31581	ELL	5.312233	-67.995361	-99.99	LMC102.6.15934	LMC504.21.21336	-99.99	16.365	16.254	-0.111	0.39503900	7000.25810	0.092	0.090	
OGLE-LMC-ECL-31582	ELL	5.312772	-69.694083	-99.99	LMC103.6.98771	LMC503.04.111348	-99.99	18.786	19.184	0.398	0.69935720	7000.32530	0.263	0.256	
OGLE-LMC-ECL-31587	ELL	5.313286	-64.289722	-99.99	-99.99	LMC573.21.148	-99.99	17.283	17.342	0.059	3.90971430	7001.62250	0.122	0.044	
OGLE-LMC-ECL-31589	ELL	5.313478	-69.672833	-99.99	LMC103.5.48184	LMC503.04.110389	-99.99	17.649	17.704	0.055	3.30198010	7000.53300	0.057	0.012	
OGLE-LMC-ECL-31597	ELL	5.314122	-66.478944	-99.99	-99.99	LMC505.29.284	-99.99	17.122	17.127	0.005	2.08224030	7000.85590	0.090	0.026	
OGLE-LMC-ECL-31601	ELL	5.314247	-69.414472	-99.99	LMC100.8.130011	LMC503.12.108686	-99.99	16.943	18.181	1.238	1.37199410	7000.83460	0.051	0.036	
OGLE-LMC-ECL-31607	ELL	5.314611	-69.638278	-99.99	LMC103.5.48247	LMC503.04.109912	-99.99	17.105	17.936	0.831	59.92180200	7057.03170	0.213	0.161	
OGLE-LMC-ECL-31617	ELL	5.315003	-69.713111	-99.99	LMC103.6.96580	LMC503.04.96181	-99.99	18.675	18.704	0.029	2.11254360	7001.01320	0.085	0.046	
OGLE-LMC-ECL-31637	ELL	5.316200	-69.726000	-99.99	LMC103.6.96766	LMC503.04.95841	-99.99	18.649	19.629	0.980	12.99950430	7005.20280	0.135	0.108	
OGLE-LMC-ECL-31698	ELL	5.320886	-69.533944	-99.99	LMC100.1.166	LMC503.12.17607	-99.99	15.602	17.246	1.644	177.59271980	7130.23720	0.200	0.171	
OGLE-LMC-ECL-31707	ELL	5.321386	-66.801333	-99.99	-99.99	LMC505.21.47	-99.99	15.451	15.341	-0.110	1.75639350	7000.70770	0.044	0.030	
OGLE-LMC-ECL-31725	ELL	5.323094	-68.578917	-99.99	LMC101.3.29127	LMC504.04.8368	-99.99	15.177	16.934	1.757	202.94600030	7183.30430	0.151	0.125	
OGLE-LMC-ECL-31726	ELL	5.323203	-74.945806	-99.99	-99.99	LMC640.29.4515	-99.99	18.167	-99.99	-99.99	19.32009910	7016.02650	0.131	0.026	
OGLE-LMC-ECL-31771	ELL	5.325831	-69.557194	-99.99	-99.99	LMC503.12.4034	-99.99	18.253	19.259	1.006	5.67049500	7001.97460	0.160	0.047	
OGLE-LMC-ECL-31777	ELL	5.326175	-69.554944	-99.99	LMC100.1.1615	LMC503.12.1710	-99.99	17.697	18.502	0.805	24.58400360	7021.20530	0.189	0.150	
OGLE-LMC-ECL-31782	ELL	5.326575	-69.366639	-99.99	LMC100.2.98	LMC503.12.57489	-99.99	15.179	15.100	-0.079	5.93995830	7000.06170	0.090	0.059	
OGLE-LMC-ECL-31798	ELL	5.328136	-68.968333	-99.99	LMC100.4.57760	LMC503.29.206	-99.99	17.186	17.293	0.107	2.58500910	7001.54150	0.045	0.012	
OGLE-LMC-ECL-31816	ELL	5.330375	-69.601167	-99.99	LMC103.4.67769	LMC503.12.371	-99.99	16.412	16.393	-0.019	3.66055560	7001.07450	0.093	0.044	
OGLE-LMC-ECL-31817	ELL	5.330533	-65.044944	-99.99	-99.99	LMC506.28.9792	-99.99	16.722	16.836	0.114	16.56770080	7001.54080	0.064	0.013	
OGLE-LMC-ECL-31821	ELL	5.331056	-69.539278	-99.99	LMC100.1.2052	LMC503.12.2026	-99.99	18.079	18.556	0.477	1.48400660	7000.68710	0.109	0.052	
OGLE-LMC-ECL-31842	ELL	5.333775	-69.550444	-99.99	LMC100.1.20318	LMC503.11.73395	-99.99	17.434	17.443	0.009	2.13063790	7000.14630	0.049	0.017	
OGLE-LMC-ECL-31843	ELL	5.333806	-69.572833	-99.99	LMC103.4.85101	LMC503.11.72152	-99.99	17.114	17.071	-0.043	1.07259300	7000.22140	0.042	0.018	
OGLE-LMC-ECL-31844	ELL	5.333817	-69.517639	-99.99	LMC100.1.25077	LMC503.11.99416	-99.99	19.669	19.819	0.150	0.33246710	7000.21160	0.364	0.090	
OGLE-LMC-ECL-31885	ELL	5.337758	-66.414806	-99.99	-99.99	LMC505.28.379	-99.99	17.024	17.020	-0.004	1.83985280	7000.32440	0.145	0.073	
OGLE-LMC-ECL-31889	ELL	5.337956	-69.107500	-99.99	LMC100.3.78274	LMC503.20.83930	-99.99	16.541	17.762	1.221	51.47440360	7019.53360	0.233	0.151	
OGLE-LMC-ECL-31899	ELL	5.338453	-69.518806	-99.99	LMC100.1.19484	LMC503.11.88374	-99.99	15.802	15.710	-0.092	4.16060450	7001.17020	0.120	0.086	
OGLE-LMC-ECL-31902	ELL	5.338858	-68.963306	-99.99	LMC100.4.72980	LMC503.28.35856	-99.99	16.450	17.809	1.359	69.45378550	7054.27000	0.180	0.146	
OGLE-LMC-ECL-31917	ELL	5.339722	-67.836611	-99.99	LMC102.4.2427	LMC504.20.27630	-99.99	18.678	18.746	0.068	0.78936250	7000.54730	0.315	0.207	
OGLE-LMC-ECL-31921	ELL	5.340167	-69.407250	-99.99	LMC100.1.95305	LMC503.11.107691	-99.99	16.263	17.366	1.103	40.11720200	7005.16080	0.126	0.117	
OGLE-LMC-ECL-31926	ELL	5.340419	-69.366778	-99.99	LMC100.2.19128	LMC503.11.125797	-99.99	15.756	15.620	-0.136	1.80393400	7000.69380	0.034	0.012	
OGLE-LMC-ECL-31944	ELL	5.341347	-65.320833	-99.99	-99.99	LMC506.20.8534	-99.99	17.793	17.823	0.030	1.34344550	7000.53610	0.120	0.055	
OGLE-LMC-ECL-31953	ELL	5.342311	-72.001417	-99.99	-99.99	LMC501.11.12841	-99.99	16.097	15.991	-0.106	2.01527130	7001.58450	0.109	0.069	
OGLE-LMC-ECL-31955	ELL	5.342364	-68.923611	-99.99	LMC101.1.11758	LMC503.28.35789	-99.99	16.230	17.716	1.486	118.66832090	7090.96410	0.193	0.127	
OGLE-LMC-ECL-31971	ELL	5.343556	-69.884056	-99.99	LMC103.2.64317	LMC503.03.65019	-99.99	16.586	16.497	-0.089	1.91878170	7001.72400	0.109	0.059	
OGLE-LMC-ECL-31994	ELL	5.344675	-69.061889	-99.99	LMC100.4.17293	LMC503.20.98319	-99.99	18.069	18.636	0.567	19.34739950	7001.50850	0.202	0.130	
OGLE-LMC-ECL-32051	ELL	5.349250	-70.259472	-99.99	LMC104.4.23713	LMC502.20.26527	-99.99	19.321	19.434	0.113	0.69896820	7000.58130	0.449	0.311	
OGLE-LMC-ECL-32056	ELL	5.349494	-65.852500	-99.99	-99.99	LMC506.11.477	-99.99	17.551	17.634	0.083	3.92381920	7001.23670	0.094	0.039	
OGLE-LMC-ECL-32085	ELL	5.351894	-67.991944	-99.99	LMC102.3.16042	LMC504.20.3860	-99.99	17.160	17.314	0.154	0.84356400	7000.23020	0.055	0.029	
OGLE-LMC-ECL-32098	ELL	5.352833	-69.545389	-99.99	LMC100.1.39108	LMC503.11.286	-99.99	15.366	16.880	1.514	139.32680740	7076.77880	0.178	0.142	
OGLE-LMC-ECL-32110	ELL	5.353892	-68.111889	-99.99	LMC102.2.17444	LMC504.11.16528	-99.99	16.246	17.596	1.350	83.84140550	7020.28600	0.208	0.166	
OGLE-LMC-ECL-32119	ELL	5.354483	-69.642972	-99.99	LMC103.4.33209	LMC503.03.48186	-99.99	15.823	16.323	0.500	37.48015780	7036.04340	0.209	0.156	
OGLE-LMC-ECL-32155	ELL	5.356981	-65.455917	-99.99	-99.99	LMC506.19.7902	-99.99	16.641	16.616	-0.025	4.09094350	7001.34990	0.088	0.049	
OGLE-LMC-ECL-32194	ELL	5.359753	-66.370556	-99.99	-99.99	LMC505.27.388	-99.99	17.378	17.434	0.056	3.09540060	7002.88170	0.129	0.033	
OGLE-LMC-ECL-32253	ELL	5.365647	-70.356194	-99.99	LMC104.3.28844	LMC502.19.54130	-99.99	18.643	18.942	0.299	168.70800640	7002.14900	0.850	0.674	
OGLE-LMC-ECL-32254	ELL	5.365675	-69.720361	LMC_SC6_284949	LMC103.3.112521	LMC503.02.93610	-99.99	16.656	17.822	1.166	67.32197810	7059.11870	0.097	0.020	
OGLE-LMC-ECL-32271	ELL	5.367389	-67.923000	-99.99	LMC102.3.16265	LMC504.19.26231	-99.99	16.821	16.874	0.053	2.43696090	7001.85010	0.050	0.019	
OGLE-LMC-ECL-32272	ELL	5.367519	-68.600278	-99.99	LMC101.3.22303	LMC504.02.32055	-99.99	15.689	16.031	0.342	25.73720960	7023.06230	0.072	0.024	
OGLE-LMC-ECL-32310	ELL	5.370033	-67.954806	-99.99	LMC102.3.15770	LMC504.19.20847	-99.99	15.122	14.941	-0.181	1.85239050	7000.54900	0.014	0.008	
OGLE-LMC-ECL-32318	ELL	5.370947	-67.336917	-99.99	-99.99	LMC505.02.165	-99.99	16.015	15.955	-0.060	2.13744420	7001.64580	0.084	0.042	
OGLE-LMC-ECL-32325	ELL	5.371622	-71.393806	-99.99	LMC106.4.17115	LMC501.27.17472	-99.99	16.560	17.877	1.317	73.10180260	7052.34770	0.089	0.077	
OGLE-LMC-ECL-32345	ELL	5.373381	-66.293750	-99.99	-99.99	LMC505.27.13095	-99.99	16.540	16.500	-0.040	2.16827340	7001.54450	0.099	0.042	
OGLE-LMC-ECL-32354	ELL	5.373950	-70.052000	-99.99	LMC103.1.68746	LMC502.27.73875	-99.99	17.076	17.070	-0.006	1.83731670	7000.28930	0.074	0.028	
OGLE-LMC-ECL-32372	ELL	5.375831	-70.170139	-99.99	LMC104.4.79498	LMC502.27.51527	-99.99	16.149	17.503	1.354	99.38136500	7045.08190	0.177	0.119	
OGLE-LMC-ECL-32387	ELL	5.377128	-68.307139	-99.99	LMC159.8.399	LMC504.10.135	-99.99	16.713	16.746	0.033	3.47213450	7003.45210	0.109	0.043	
OGLE-LMC-ECL-32389	ELL	5.377308	-65.668444	-99.99	-99.99	LMC506.10.10511	-99.99	17.370	17.324	-0.046	1.51092260	7000.77230	0.118	0.063	
OGLE-LMC-ECL-32465	ELL	5.383922	-69.549500	-99.99	LMC161.8.19199	LMC503.10.1538	-99.99	17.613	17.611	-0.002	1.22423700	7000.80950	0.056	0.029	
OGLE-LMC-ECL-32476	ELL	5.384844	-69.682750	-99.99	LMC162.5.8799	LMC503.02.55186	-99.99	19.308	19.564	0.256	0.94839110	7000.15050	0.434	0.297	
OGLE-LMC-ECL-32480	ELL	5.385186	-68.161306	-99.99	LMC159.7.74	LMC504.10.9998	-99.99	15.002	14.917	-0.085	1.48403250	7000.22040	0.031	0.019	
OGLE-LMC-ECL-32512	ELL	5.386944	-66.953028	-99.99	-99.99	LMC505.09.12313	-99.99	17.132	17.142	0.010	2.14345780	7000.39880	0.143	0.070	
OGLE-LMC-ECL-32518	ELL	5.387489	-66.686000	-99.99	-99.99	LMC505.18.13273	-99.99	17.104	17.094	-0.010	1.10957530	7000.21790	0.103	0.068	
OGLE-LMC-ECL-32524	ELL	5.388161	-70.241194	-99.99	LMC163.5.490	LMC502.19.27174	-99.99	16.970	16.974	0.004	3.43821620	7000.64070	0.082	0.027	
OGLE-LMC-ECL-32558	ELL	5.390503	-67.343417	-99.99	-99.99	LMC505.01.149	-99.99	16.068	16.005	-0.063	2.82126480	7002.76930	0.143	0.088	
OGLE-LMC-ECL-32561	ELL	5.390639	-68.714389	-99.99	LMC160.7.41661	LMC503.26.56776	-99.99	16.731	17.932	1.201	53.54140350	7031.27980	0.154	0.127	
OGLE-LMC-ECL-32566	ELL	5.391017	-68.220861	-99.99	LMC159.7.235	LMC504.09.24158	-99.99	16.219	16.186	-0.033	3.57335140	7002.51440	0.101	0.040	
OGLE-LMC-ECL-32657	ELL	5.397219	-68.943333	-99.99	LMC160.8.18394	LMC503.26.32623	-99.99	15.354	16.884	1.530	193.14660970	7181.74480	0.164	0.127	
OGLE-LMC-ECL-32661	ELL	5.397700	-65.100750	-99.99	-99.99	LMC506.26.9691	-99.99	18.347	18.318	-0.029	5.34970520	7003.40470	0.094	0.080	
OGLE-LMC-ECL-32667	ELL	5.398181	-71.080361	-99.99	LMC164.7.28616	LMC502.01.25961	-99.99	17.936	19.069	1.133	149.75920260	7146.04840	0.206	0.185	
OGLE-LMC-ECL-32739	ELL	5.404206	-68.398028	-99.99	LMC160.5.29063	LMC504.01.19700	-99.99	16.526	16.816	0.290	9.96260920	7000.35370	0.100	0.033	
OGLE-LMC-ECL-32754	ELL	5.404981	-69.464889	-99.99	LMC161.8.99442	LMC503.09.70095	-99.99	16.035	17.407	1.372	103.33440050	7009.35050	0.156	0.124	
OGLE-LMC-ECL-32755	ELL	5.405214	-69.426111	-99.99	LMC161.8.100359	LMC503.09.86125	-99.99	17.831	19.038	1.207	33.41480880	7026.51460	0.175	0.141	
OGLE-LMC-ECL-32788	ELL	5.407183	-69.747833	-99.99	LMC162.6.125760	LMC503.01.34920	-99.99	18.271	18.710	0.439	2.04324350	7000.31010	0.217	0.165	
OGLE-LMC-ECL-32806	ELL	5.409300	-69.941194	-99.99	LMC162.7.34980	LMC502.26.37292	-99.99	16.916	16.964	0.048	2.72222590	7001.32840	0.098	0.039	
OGLE-LMC-ECL-32813	ELL	5.409689	-70.185750	-99.99	LMC163.5.91292	LMC502.26.96	-99.99	15.627	15.701	0.074	2.90826280	7000.06840	0.096	0.058	
OGLE-LMC-ECL-32820	ELL	5.410133	-69.669806	-99.99	LMC162.5.41477	LMC503.01.51816	-99.99	16.534	16.462	-0.072	2.65776320	7001.92010	0.068	0.026	
OGLE-LMC-ECL-32821	ELL	5.410272	-69.560583	-99.99	LMC162.5.126616	LMC503.09.5209	-99.99	19.577	20.160	0.583	0.51671470	7000.46530	0.273	0.119	
OGLE-LMC-ECL-32828	ELL	5.410633	-68.846444	-99.99	LMC160.8.62830	LMC517.16.39824	-99.99	18.226	19.449	1.223	17.90183930	7001.12240	0.150	0.042	
OGLE-LMC-ECL-32846	ELL	5.411839	-68.913278	-99.99	LMC160.8.26883	LMC517.16.38333	-99.99	17.137	18.450	1.313	2.30690290	7002.13020	0.064	0.029	
OGLE-LMC-ECL-32848	ELL	5.411969	-70.569639	-99.99	LMC163.7.19342	LMC502.09.20899	-99.99	17.217	17.244	0.027	0.59324350	7000.39900	0.146	0.139	
OGLE-LMC-ECL-32862	ELL	5.412628	-69.438861	-99.99	LMC161.8.113761	LMC503.09.31556	-99.99	17.042	17.931	0.889	24.14166600	7017.31180	0.133	0.102	
OGLE-LMC-ECL-32872	ELL	5.413361	-69.766167	-99.99	LMC162.6.44942	LMC503.01.35249	-99.99	18.355	18.387	0.032	1.87657350	7001.77260	0.097	0.064	
OGLE-LMC-ECL-32893	ELL	5.414497	-61.876722	-99.99	-99.99	LMC575.17.49	-99.99	16.534	17.629	1.095	43.55360740	7040.21430	0.179	0.148	
OGLE-LMC-ECL-32898	ELL	5.414714	-69.786139	-99.99	LMC162.6.42526	LMC503.01.16815	-99.99	17.543	17.805	0.262	1.85755100	7000.44750	0.041	0.012	
OGLE-LMC-ECL-32900	ELL	5.414828	-66.136611	-99.99	-99.99	LMC519.25.2963	-99.99	18.082	18.300	0.218	2.38926250	7000.66300	0.163	0.058	
OGLE-LMC-ECL-32927	ELL	5.416517	-69.738778	-99.99	LMC162.6.148541	LMC503.01.39473	-99.99	19.339	19.527	0.188	0.88202710	7000.32120	0.212	0.104	
OGLE-LMC-ECL-32933	ELL	5.416947	-70.359667	-99.99	LMC163.6.23464	LMC502.18.18066	-99.99	16.839	18.070	1.231	56.01722390	7005.90500	0.086	0.027	
OGLE-LMC-ECL-32952	ELL	5.417944	-70.083861	-99.99	LMC162.8.45047	LMC516.16.69318	-99.99	17.437	18.451	1.014	25.35769990	7012.09470	0.172	0.116	
OGLE-LMC-ECL-32955	ELL	5.418144	-72.496306	-99.99	-99.99	LMC500.26.8418	-99.99	18.902	19.033	0.131	0.56550730	7000.21620	0.194	0.097	
OGLE-LMC-ECL-32968	ELL	5.419122	-69.712694	-99.99	LMC162.6.143018	LMC503.01.33250	-99.99	15.698	15.630	-0.068	3.53898900	7002.55800	0.083	0.032	
OGLE-LMC-ECL-32991	ELL	5.420472	-70.198611	-99.99	LMC163.5.107883	LMC516.16.57961	-99.99	18.192	18.173	-0.019	1.06799780	7000.02230	0.088	0.060	
OGLE-LMC-ECL-32999	ELL	5.420925	-68.632639	-99.99	LMC160.6.20670	LMC517.25.19922	-99.99	16.510	16.715	0.205	18.92000720	7000.27010	0.036	0.011	
OGLE-LMC-ECL-33000	ELL	5.421011	-69.038722	-99.99	LMC161.5.34240	LMC503.17.74556	-99.99	15.817	15.623	-0.194	0.93221960	7000.06060	0.045	0.024	
